brand,model,screen_size,color,harddisk,cpu,ram,OS,graphics,price
Dell,Latitude 3320 Laptop,13.3,Black,256.0,Core i5,16.0,Windows 11 Home,Integrated,730.99
Dell,Latitude 7430 Laptop,14.0,Aluminum,1000.0,Core i7,16.0,Windows 11 Pro,Integrated,941.99
Lenovo,ThinkPad P15 Gen 2,15.6,Black,1.0,Core i7 Family,32.0,Windows 10 Pro,RTX A2000,2603.0
Dell,Inspiron 3515,15.6,Black,256.0,AMD R Series,8.0,Windows 10 Pro,Integrated,976.99
Dell,XPS 15 7590,15.6,Black,1.0,Intel Core Duo,32.0,Windows 10 Pro,Dedicated,1599.95
Dell,XPS 9320 Laptop,13.4,Black,2000.0,Core i7,32.0,Windows 11 Home,Integrated,1350.99
Lenovo,ThinkPad E15,15.6,Black,1000.0,Core i7,24.0,Windows 11 Pro,Integrated,1094.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Precision,15.6,Black,512.0,Core i7 Family,16.0,Windows 10,Dedicated,1399.95
Dell,Vector GP66 12UGS-267,14.0,Black,32.0,Core i7,32.0,Windows 11,Integrated,880.62
Dell,Inspiron 5425 Laptop,14.0,"Gray, Grey, Platinum Silver",512.0,AMD Ryzen 7,16.0,Windows 11 Home,Integrated,800.19
Dell,Latitude 5430 Laptop,14.0,Black,1000.0,Core i7,64.0,Windows 11 Pro,Integrated,1134.49
Lenovo,ThinkPad X1 Carbon Gen 8,14.0,Black,512.0,Core i7,16.0,Windows 10,Integrated,950.77
Razer,Blade 15,15.6,Black,512.0,Corei7-10750H,16.0,Windows 10 Home,RTX 3070,3099.0
Dell,Vostro 3520 Laptop,15.6,Black,256.0,Core i5,8.0,Windows 11 Pro,Integrated,628.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
HP,HP EliteBook,14.0,Silver,512.0,1.2GHz Cortex A8 Processor,1.0,Windows 10,Integrated,1194.77
Dell,Alienware X14 Laptop,14.0,Lunar Light,1000.0,Core i7,16.0,Windows 11 Home,Dedicated,2086.99
Lenovo,Vector GP66 12UGS-267,15.6,Gray,512.0,Core i7,16.0,Windows 10,Dedicated,2699.0
Dell,Dell-7855-G7-512SSD,15.6,Black,512.0,Core i7,16.0,Windows 10 Home,Dedicated,1799.0
Lenovo,Lenovo 17.3 L,17.3,Platinum Grey,128.0,Ryzen 3 1300X,8.0,Windows 10,Integrated,686.9
ASUS,ASUS Rog Zephyrus,15.6,Black,1.0,Corei7-10875H,16.0,Windows 10 Pro,RTX 2070 Super,1999.99
Dell,Dell Inspiron 16 5625,16.0,Silver,1000.0,AMD Ryzen 7,32.0,Windows 11 Home,Integrated,925.99
Dell,Dell Precision 5520 Mobile Workstation,15.6,Black,512.0,Core i7,16.0,Windows 10 Pro,Dedicated,1799.81
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
dell,Vector GP66 12UGS-267,15.6,Black,1.0,Core i5,8.0,Windows 10,Integrated,725.0
Dell,Alienware X17 R2 Laptop,17.3,Lunar Light,1000.0,Core i9,64.0,Windows 11 Pro,Dedicated,3157.99
Dell,Alienware m15 R3 Laptop,15.6,Dark Side of the Moon,512.0,Core i7,16.0,Windows 10 Home,Nvidia GeForce RTX 2070 Super,1499.95
ASUS,ZenBook 14,14.0,Black,512.0,Intel Core i5,8.0,Windows 10 Home,Integrated,1099.0
HP,ZBook Fury G8,17.3,Black,1.0,Core i9,64.0,Windows 11 Pro,"RTX A5000,UHD Graphics",5598.29
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Lenovo,Vector GP66 12UGS-267,14.0,Black,1.0,Core i7,16.0,Windows 11 Pro,Integrated,979.99
Lenovo,Lenovo Ideapad,15.6,Black,512.0,AMD Ryzen 7,8.0,Windows 10,Integrated,599.0
Dell,Latitude 7320 Laptop,13.3,Black,256.0,Core i5,8.0,Windows 10 Pro,Integrated,683.99
Lenovo,ThinkPad T14 G1,14.0,Black,512.0,Core i7,16.0,Windows 10 Pro,Integrated,695.77
Lenovo,Lenovo ThinkPad P1 Gen 5,16.0,Black,512.0,Core i7,16.0,Windows 11 Pro,Integrated,1799.0
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,AWm17-7296WHT-PUS,17.3,lunar light,1.0,Corei7-10750H,16.0,Windows 10 Home,Dedicated,2395.0
acer,CB315-1HT,15.6,Platinum Grey,32.0,Celeron N3350,4.0,Chrome OS,Integrated,258.9
Dell,Dell Latitude 5520,15.6,Silver,1.0,Core i5,32.0,Windows 10 Pro,Dedicated,1038.28
ASUS,ROG Strix Scar 15,15.6,Black,1.0,Ryzen 9,32.0,Windows 10 Pro,GeForce RTX 3080,2099.99
Dell,Inspiron 5625 Laptop,16.0,"Grey, Gray, Platinum Silver",1000.0,AMD Ryzen 7,32.0,Windows 11 Home,Integrated,765.11
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
lenovo,80mk0010us,13.3,Black,256.0,Core i7,8.0,Windows 10 Home 64,Integrated,1399.99
Dell,Dell XPS,15.6,Black,1.0,Core i7,32.0,Windows 10 Pro,Dedicated,1805.99
Dell,Inspiron 3515,15.6,Black,512.0,AMD R Series,8.0,Windows 10 Home,Integrated,1012.99
Dell,Latitude 7520 Laptop,15.6,Black,512.0,Core i5,16.0,Windows 11 Pro,Integrated,1068.99
DELL,Dell XPS,13.3,Rose Gold,512.0,Core i7,8.0,Windows 10 Home,Integrated,839.99
Lenovo,ThinkPad L14 Gen 3,14.0,Black,256.0,Core i7,16.0,Windows 11,UHD Graphics,1220.99
Dell,Latitude 7430 Laptop,14.0,Aluminum,1000.0,Core i7,32.0,Windows 11 Pro,Integrated,1773.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Latitude 5520 Laptop,15.6,Black,2000.0,Core i5,32.0,Windows 11 Pro,Integrated,1031.99
Lenovo,Thinkpad P52,15.6,Black,1.0,Core i7,64.0,Windows 10 Pro,Dedicated,3199.0
Dell,Inspiron 5625 Laptop,16.0,"Grey, Gray, Platinum Silver",512.0,AMD Ryzen 7,32.0,Windows 11 Pro,Integrated,911.99
Dell,Latitude 3000,15.6,Black,256.0,Core i7,8.0,Windows 10 Pro,Iris Xe Graphics,919.99
Dell,Latitude 7330 Laptop,13.3,Carbon Fiber,256.0,Core i5,16.0,Windows 11 Pro,Integrated,692.99
HP,Vector GP66 12UGS-267,15.6,Black,512.0,Core i7,32.0,Windows 10 Pro,Integrated,2699.0
Dell,Dell XPS,13.3,Black,512.0,8032,16.0,Windows 10 Pro,Integrated,1275.81
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
ROKC,Vector GP66 12UGS-267,14.0,Gray,512.0,Intel Core i3,12.0,Windows 11,Integrated,469.99
HP,Elite Dragonfly,13.3,Blue,512.0,Intel Core i5,16.0,Windows 10 Pro,Integrated,1341.77
Dell,Latitude 5520,15.6,Black,256.0,Core i5,16.0,Windows 11 Pro,Integrated,1690.99
MSI,Summit E14Evo A12M-025,14.0,Ink Black,512.0,Core i7,16.0,Windows 11 Pro,Integrated,936.79
MSI,GP66 Leopard,15.6,Black,1.0,Core i7,32.0,Windows 10 Home,Dedicated,2699.0
Dell,Latitude 5520 Laptop,15.6,Black,512.0,Core i5,32.0,Windows 11 Pro,Integrated,1424.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Alienware m17 Ryzen Edition R5 Laptop,17.3,Dark Side of the Moon,1000.0,AMD Ryzen 7,32.0,Windows 11 Home,Integrated,2220.99
Dell,Latitude 5430 Laptop,14.0,Black,256.0,Core i5,16.0,Windows 11 Pro,Integrated,956.99
Lenovo,Vector GP66 12UGS-267,14.0,Black,256.0,Core i7,8.0,Windows 10 Pro,Integrated,699.99
hp,Vector GP66 12UGS-267,14.0,Black,512.0,Core i7,4.0,Windows 10 Home,Integrated,339.0
Dell,Dell Latitude,13.3,Black,512.0,8032,8.0,Windows 10,Integrated,963.72
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Latitude 5320 Laptop,13.3,Black,512.0,Core i7,16.0,Windows 10 Pro,Integrated,1102.99
Dell,Vector GP66 12UGS-267,15.6,Black,1.0,Intel Core i5,32.0,Windows 11 Home,Integrated,677.99
Dell,LATITUDE 5580,15.6,Black,256.0,Core i7,8.0,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,Integrated,368.98
Apple,Vector GP66 12UGS-267,16.2,Black,4.0,Apple M2 Max,64.0,macOS 10.14 Mojave,Integrated,4888.99
Dell,Precision 7760 Laptop,17.3,Silver,512.0,Core i7,32.0,Windows 10 Pro,Nvidia RTX A3000,1744.99
Lenovo,Lenovo Thinkpad,11.6,Black,512.0,Celeron,4.0,Windows,Dedicated,369.0
DELL,Dell XPS 15 9520,15.6,Platinum Silver,1.0,Core i9,32.0,Windows 11 Home,Dedicated,2999.0
Dell,Dell Precision 7770 Laptop,17.0,Silver,2.0,Intel Core i7,64.0,Windows 11 Pro,Dedicated,3377.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
HP,HP Pavilion,15.6,Black,1.0,Core i5,6.0,Windows 10,Integrated,399.0
HP,EliteBook 645 G9,15.6,Black,512.0,Ryzen 5,16.0,Windows 10 Pro,Radeon Graphics,1296.0
Dell,Latitude 7330,13.0,Black,512.0,Intel Core i7,16.0,Windows 11 Pro,Integrated,1999.0
Dell,Latitude 5330,13.3,Black,512.0,Core i7 Family,16.0,Windows 11 Pro,Integrated,1699.0
Dell,Latitude 5531,15.6,Black,1.0,Core i7,64.0,Windows 11 Pro,Integrated,1786.59
Dell,Latitude Rugged 5424 Laptop,14.0,Black,1000.0,Core i7,32.0,Windows 10 Pro,AMD RADEON RX 540,1929.95
Dell,Alienware m18 Laptop,18.0,Black,1000.0,Core i7,16.0,Windows 11 Pro,Integrated,2214.99
Dell,Inspiron,14.0,Black,2.0,Intel Core i7,64.0,Windows 11 Pro,Integrated,1689.99
HP,Vector GP66 12UGS-267,14.0,Black,512.0,Core i7,16.0,Windows 10,Integrated,2425.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Lenovo,Lenovo Thinkpad,14.0,Black,512.0,Core i7,16.0,Windows 10 Pro,Integrated,1099.0
Dell,Precision 5000,17.0,Black,512.0,Core i7,16.0,Windows 11,RTX A2000,2460.15
HP,ZBook Firefly 16 G9,16.0,Black,1.0,Core i7,32.0,Windows 11 Pro,"T500,Iris Xe Graphics",2759.0
Dell,Latitude,15.6,Black,512.0,Core i5,8.0,Windows 10 Pro,Integrated,1293.59
Dell,G16 7620 Laptop,16.0,Black,1000.0,Core i9,16.0,Windows 11 Home,Dedicated,1799.0
HP,1FX81UT#ABA,11.6,Information not Available,512.0,8032,2.0,Unknown,Integrated,228.0
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Dell XPS,15.6,Black,1.0,Intel Core M-5Y10 Processor,32.0,Windows 10,Dedicated,1799.95
HP,2K2Z1US#ABA,15.6,Silver,1.0,Intel Core i7,64.0,Windows 10 Pro,Integrated,2499.0
Dell,Alienware m18 Laptop,18.0,Black,1000.0,Core i7,32.0,Windows 11 Home,Integrated,2340.99
HP,HP EliteBook,13.3,Black,256.0,Core i7,16.0,Windows 11,Integrated,2499.0
Dell,Latitude 7320 Detachable 2-in-1,13.0,Black,256.0,Core i7,16.0,Windows 11 Home,Integrated,1030.99
HP,EliteBook,15.6,Silver,512.0,8032,8.0,Windows 10 Pro,Dedicated,1699.0
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Precision 7770 Laptop,17.3,Silver,256.0,Core i5,16.0,Windows 11 Pro,Integrated,1657.21
MSI,Prestige 15 A11SC-034,15.6,Carbon Gray,512.0,Core i7,16.0,Win 10 Multi-language /Free upgrade to Win 11,Dedicated,928.68
Dell,Latitude Rugged 5430 Laptop,14.0,Black,1000.0,Core i7,64.0,Windows 11 Pro,Integrated,3239.89
Dell,Vostro 3510,15.6,Carbon Black,512.0,Core i5,16.0,Windows 10 Pro,Integrated,751.06
ASUS,UX461UN-DS74T,14.0,Slate Grey,512.0,Intel Core i7,16.0,Windows 10 Home,Dedicated,1799.0
Dell,Vector GP66 12UGS-267,17.3,Black,1.0,Intel Core i9,32.0,Windows 11 Pro,Dedicated,3298.0
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Lenovo,ThinkPad E14 Gen 4,14.0,Black,256.0,Core i5,8.0,Windows 11 Pro,Iris Xe Graphics,949.0
Dell,Latitude Rugged Extreme 7220 Laptop,11.6,Black,256.0,Core i5,16.0,Windows 10 Pro,Integrated,1159.95
Lenovo,Lenovo Thinkpad,13.3,Black,512.0,Core i7,16.0,Windows 10 Pro,Integrated,1799.0
Dell,Latitude 5330 Laptop,13.3,Black,256.0,Core i5,8.0,Windows 11 Pro,Integrated,658.99
Dell,Inspiron 7420 2-in-1,14.0,"Grey, Platinum Silver",512.0,Core i7,16.0,Windows 11 Home,Integrated,787.99
Dell,Precision 5000,14.0,Black,512.0,Core i7,16.0,Windows 10 Pro,RTX A1000,2508.39
HP,HP ENVY Laptop 13-aq0005nr,13.3,Black,256.0,Intel Core i7,8.0,Windows 10 Home,Integrated,1399.0
Dell,Precision 7750 Laptop,17.3,Silver,1000.0,Core i7,32.0,Windows 10 Pro,Nvidia Quadro RTX 3000,1799.95
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Precision 3000,15.6,Black,512.0,Core i7,16.0,Windows 10 Pro,Integrated,1790.16
Dell,Inspiron 3511,15.6,Black,1.0,Core i5,64.0,Windows 11 Pro,Integrated,753.11
Dell,Latitude,15.6,Silver,1.0,Core i7 Family,16.0,Windows 11 Pro,Integrated,1169.77
Dell,Inspiron 3511 Laptop,15.6,Black,256.0,Core i5,8.0,Windows 11 Home,Integrated,533.02
Lenovo,20FN002JUS,14.0,Black,256.0,Core i5,4.0,Windows 10 DG Windows 7 Pro 64,"Integrated, Dedicated",750.0
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,XPS7390-7954SLV-PUS,13.4,Silver,512.0,Core i7-1065G7,32.0,Windows 10 Home,Integrated,1799.0
HP,EliteBook 860 G9,16.0,Black,256.0,Core i5,16.0,Windows 11 Pro,Iris Xe Graphics,1764.96
HP,16T-F100,16.0,Nocturne Blue,2.0,Core i7 Family,16.0,Windows 11 Pro,Integrated,1899.0
HP,Vector GP66 12UGS-267,15.6,Black,512.0,Core i7,12.0,Windows 11 Home,Integrated,470.04
Dell,Latitude 3320 Laptop,13.3,Black,512.0,Core i5,8.0,Windows 11 Pro,Integrated,730.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Latitude 3320 Laptop,13.3,Black,512.0,Core i5,8.0,Windows 11 Pro,Integrated,730.99
Dell,LATITUDE 5580,15.6,Black,512.0,Core i7,16.0,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,Integrated,412.98
HP,HP ProBook,13.3,Black,256.0,Core i7,8.0,Windows 10 Pro,Integrated,929.0
acer,Predator Helios 300 PH315-54,15.6,Abyss Black,1.0,Core i7 Family,16.0,Windows 10 Pro,GeForce RTX 3070,1829.99
Dell,Latitude 3420 Laptop,14.0,Black,256.0,Core i5,8.0,Windows 11 Pro,Integrated,672.99
HP,HP EliteBook,14.0,Black,512.0,Core i7,16.0,Windows 10 Pro,Integrated,2799.0
Dell,Precision 7560 Laptop,15.6,Silver,1000.0,Core i9,32.0,Windows 10 Pro,Nvidia T1200,4000.0
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ASUS,GU502LV-BI7N8,15.6,Black,1.0,Corei7-10750H,16.0,Windows 10,Dedicated,2299.0
HP,ELITEBOOK 820G3,12.5,Black,1000.0,Core i5,16.0,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,Integrated,322.98
MSI,GS75 STEALTH-242,17.3,Black,1.0,Core i7,32.0,Windows 10 Home,Dedicated,3399.0
Lenovo,ThinkPad P15 Gen 1,15.6,Black,1.0,Core i9,64.0,Windows 10 Pro,"Quadro RTX 4000 with Max-Q Design, 8GB GDDR6",3799.0
acer,Acer Swift,15.6,Black,256.0,Ryzen 7 2700U,8.0,Windows 10 Home,Dedicated,1399.0
Dell,Latitude 7330 Laptop,13.3,Carbon Fiber,256.0,Core i7,16.0,Windows 11 Pro,Integrated,843.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Dell Inspiron,15.6,Black,256.0,Celeron N4020,8.0,Windows 10,Integrated,877.99
Dell,G15,15.6,Phantom Grey with speckles,1024.0,AMD Ryzen 7,32.0,Windows 10 Home,Dedicated,1429.99
Dell,Precision 7760 Laptop,17.3,Silver,1000.0,Core i7,32.0,Windows 10 Pro,Integrated,1778.99
Dell,V3500,15.6,Black,512.0,Core i7 Family,16.0,Windows 10,Integrated,943.69
Dell,Alienware m18 Laptop,18.0,Black,1000.0,Core i9,64.0,Windows 11 Pro,Dedicated,2925.65
Lenovo,Lenovo Ideapad,14.0,Black,500.0,Pentium,4.0,Windows 10,Integrated,377.91
Dell,Alienware X17 R2 Laptop,17.3,Lunar Light,1000.0,Core i9,64.0,Windows 11 Home,Dedicated,3182.99
Dell,Vostro 7620,16.0,Black,2.0,Core i7 Family,8.0,Windows 11 Pro,Dedicated,1421.99
Dell,Alienware X17 R2 Laptop,17.3,Lunar Light,2000.0,Core i9,64.0,Windows 11 Pro,Integrated,3329.99
ASUS,UX533FD-DH74,15.6,Royal Blue,512.0,Core i7,8.0,Windows 10 Home,Dedicated,1999.0
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Inspiron,15.6,Black,1.0,Core i5 Family,16.0,Windows 11 Home,Integrated,649.99
ROKC,Vector GP66 12UGS-267,15.6,Gray,640.0,Athlon Silver 3050U,20.0,Windows 11,Integrated,389.99
Dell,Inspiron 7420 2-in-1,14.0,"Grey, Platinum Silver",512.0,Core i7,16.0,Windows 11 Pro,Integrated,823.99
Dell,Alienware m18 Laptop,18.0,Black,512.0,Core i9,64.0,Windows 11 Home,Integrated,2693.24
Dell,XPS 9530 Laptop,15.6,Platinum Silver,2000.0,Core i9,64.0,Windows 11 Pro,Integrated,3034.99
SHOXLAB,M17R3,17.3,Dark Side of the Moon with High Endurance Clear Coat and Silky Smooth Finish,1.0,Corei7-10750H,32.0,Windows 10,Dedicated,2299.95
