brand,model,screen_size,color,harddisk,cpu,ram,OS,graphics,price
Dell,LATITUDE 3450,14.0,Black,256.0,Core i5,16.0,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,Integrated,276.98
Dell,Latitude,14.0,Black,256.0,Core i5,16.0,Windows 10 Pro,Integrated,836.99
Dell,LATITUDE E6530,15.6,Black,256.0,Core i5-3320M,16.0,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish,Integrated,269.98
Lenovo,Vector GP66 12UGS-267,14.0,Black,128.0,Core i7,8.0,Windows 10 Home,Integrated,315.0
Dell,Latitude 5540 Laptop,15.6,Black,1000.0,Core i7,32.0,Windows 11 Pro,Integrated,1641.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Vostro 7620 Laptop,16.0,Black,2000.0,Core i7,16.0,Windows 11 Pro,Integrated,1359.21
lenovo,Lenovo Thinkpad,12.5,Black,256.0,Core i7 4600U,8.0,Windows 8,Integrated,469.99
ASUS,VivoBook S15 S532,15.6,Punk Pink,512.0,Intel Core i5,8.0,Windows 10 Home,Integrated,1199.0
Dell,Latitude 5320 Laptop,13.3,Black,1000.0,Core i7,16.0,Windows 11 Pro,Integrated,890.99
Apple,MacBook Pro 13-inch,13.3,Space Gray,128.0,Core i5,8.0,Mac OS,Integrated,689.95
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,XPS 9510 Laptop,15.6,Platinum Silver,512.0,Core i7,16.0,Windows 10 Pro,Nvidia GeForce RTX 3050 Ti,2604.98
ASUS,ROG Strix Scar III G531GV,15.6,Black,1.0,Intel Core i7,16.0,Windows 10 Home,Dedicated,2799.0
HP,Laptop,17.0,Black,256.0,Core i5,8.0,Windows 11,Integrated,589.0
Dell,G15 5520 Laptop,15.6,Grey,512.0,Core i7,16.0,Windows 11 Home,Dedicated,1094.99
Dell,XPS,15.6,Platinum Silver,1.0,Intel Core i9,32.0,Windows 10 Home,Dedicated,2193.98
MSI,Modern 14 B11MOU-1212,14.0,Gray,128.0,Core i3,8.0,Windows 11 Home,Integrated,535.88
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Lenovo,Vector GP66 12UGS-267,15.6,Grey,512.0,AMD R Series,20.0,Windows 10,Integrated,585.69
Dell,Precision 3000,14.0,Black,512.0,Core i7,32.0,Windows 10 Pro,T550,2220.88
Dell,Inspiron 3511,15.6,Black,1.0,Core i5,16.0,Windows 10 Pro,Integrated,656.85
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Alienware m18 Laptop,18.0,Black,1000.0,Core i9,64.0,Windows 11 Home,Integrated,2919.58
Dell,Inspiron,14.0,Black,512.0,Core i7,16.0,Windows 11 Home,Integrated,861.48
Dell,G16 7620 Laptop,16.0,Black,512.0,Core i7,16.0,Windows 11 Home,Integrated,1183.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Luqeeg,Luqeegcbyo4agte7-11,15.6,Black,512.0,Core i7,16.0,Windows 11,Integrated,392.17
Lenovo,Vector GP66 12UGS-267,11.6,Black,32.0,AMD A4,4.0,Chrome OS,Integrated,199.99
Dell,Dell Precision 7750 Laptop,17.0,Black,1.0,Intel Core i7,32.0,Windows 10 Pro,Dedicated,2905.39
Lenovo,Chromebook,11.6,Black,512.0,Celeron,4.0,Chrome OS,Integrated,407.88
Dell,Latitude 3000,11.6,Black,128.0,Unknown,4.0,Windows 11,UHD Graphics,525.83
ASUS,UX363JA-XB71T,13.3,Grey,512.0,Intel Core i5,1.0,Windows 10 Pro,Integrated,1499.0
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Dell Inspiron,15.6,Platinum Silver,256.0,Core i5,8.0,Windows 10 Home,Integrated,660.0
Apple,MacBook Pro,14.0,Space Gray,1.0,Apple M1,32.0,Mac OS,Integrated,2611.35
Dell,XPS 13 9380,13.3,Silver,128.0,Core i5 Family,8.0,Windows 10 Home,Integrated,1179.81
Dell,XPS 9520 Laptop,15.6,Platinum Silver,1000.0,Core i7,64.0,Windows 11 Pro,Dedicated,1788.99
Dell,Alienware X17 R2 Laptop,17.3,Lunar Light,2000.0,Core i9,32.0,Windows 11 Home,Dedicated,2923.99
acer,Acer Swift X Laptop,14.0,Safari Gold,1.0,AMD R Series,16.0,Windows 10,Dedicated,999.0
Dell,Dell Latitude 5520 Laptop,15.0,Silver,512.0,Core i7,16.0,Windows 10 Pro,Integrated,1715.99
ASUS,ROG Strix SCAR II,17.3,Black,1000.0,Core i7,16.0,Windows 10 Home,Dedicated,2299.0
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Dell Latitude,14.0,Black,512.0,Core i7 Family,16.0,Windows 10 Pro,Integrated,1457.0
Dell,Latitude E6410,14.1,Silver,160.0,Core i5,4.0,Windows 7,Integrated,149.95
Dell,G16 7620 Laptop,16.0,Black,1000.0,Core i9,32.0,Windows 11 Pro,Integrated,1887.62
ASUS,GM501GM-WS74,15.6,Black,1256.0,8032,16.0,Windows 10 Pro,"Integrated, Dedicated",1999.0
Dell,Latitude 5400,14.0,Black,128.0,Core i5 Family,8.0,Chrome OS,Integrated,286.43
Lenovo,ThinkBook 14 G4 ABA,14.0,Black,256.0,Ryzen 5,16.0,Windows 11,Radeon Graphics,849.0
Dell,Latitude 5420 Laptop,14.0,Black,512.0,Core i5,16.0,Windows 10 Pro,Integrated,808.55
Dell,Inspiron 5425,14.0,Black,512.0,Ryzen 7,16.0,Windows 11 Pro,Integrated,799.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,63P78,14.0,Black,256.0,Intel Core i7,16.0,Windows 10 Pro,Integrated,1899.0
Dell,Latitude 7000,14.0,Carbon Fiber,512.0,Core i7,32.0,Windows 10 Pro,Iris X Graphics,1225.48
Lenovo,Yoga 910,14.0,Black,256.0,Core i7 7500U,8.0,Windows 10,Integrated,1299.0
MSI,GE66 Raider 10SGS-288,15.6,Black,512.0,Core i7,32.0,Windows 10 Home,Dedicated,3299.0
HP,HP Pavilion x360,14.0,Black,256.0,Core i5,8.0,Windows 10,Integrated,586.14
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Lenovo,THINKPAD X1 CARBON 4TH GENERAT,14.0,Black,512.0,Core i7,8.0,Windows 10 Pro 64-bit,Dedicated,299.0
Dell,Dell Latitude 7310,13.0,Carbon Fiber,256.0,Core i5-10310Y,16.0,Windows 10 Pro,Integrated,738.79
MICROTELLA,Lenovo Thinkpad,15.6,Black,256.0,Core i7,8.0,Windows 10,Integrated,749.99
Dell,Precision 7770 Laptop,17.3,Silver,1000.0,Core i7,32.0,Windows 11 Pro,Dedicated,1689.18
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Lenovo,ThinkBook 14 G4 ABA,14.0,Black,256.0,Ryzen 5,8.0,Windows 11,Radeon Graphics,799.0
Dell,Precision 7760 Laptop,17.3,Silver,2000.0,Core i7,32.0,Windows 11 Pro,Nvidia RTX A4000,2992.63
Alienware,Dell Alienware Area 51M,17.3,Black,1512.0,Unknown,32.0,Windows 10,Dedicated,3495.0
HP,ZBook Studio 16 G9,16.0,Black,1.0,Core i7,32.0,Windows 11 Pro,"GeForce RTX 3070 Ti,Iris Xe Graphics",1548.38
Gigabyte,AERO 17 XE5-73US738HP,17.3,Silver,2.0,Intel Core i7,16.0,Windows 11 Pro,Dedicated,2999.0
Dell,Latitude 7420,14.0,Black,512.0,Core i5,8.0,Windows 10 Pro,Integrated,889.99
Dell,Dell XPS 15 7590 Laptop,15.6,Silver,1.0,Core i7,32.0,Windows 10 Pro,Dedicated,1399.95
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Alienware X17 R2 Laptop,17.3,Lunar Light,1000.0,Core i9,32.0,Windows 11 Home,Dedicated,2738.99
HP,HP Omen,17.3,Shadow Black,2.0,Core i7 Family,64.0,Windows 10 Pro,Dedicated,2719.0
Lenovo,Lenovo Thinkpad,14.0,Black,512.0,Core i5,8.0,Windows 10 Pro,Integrated,499.0
Lenovo,Vector GP66 12UGS-267,15.6,Platinum Gray,1.0,Core i3,8.0,Windows 10,Integrated,587.55
Lenovo,Vector GP66 12UGS-267,15.6,Black,1.92,Core i7,16.0,Windows 11,Integrated,594.93
Dell,XPS 9305 Laptop,13.3,Platinum Silver,256.0,Core i5,8.0,Windows 10 Home,Integrated,656.52
Dell,Latitude 9330 2-in-1,13.3,Black,1000.0,Core i7,32.0,Windows 11 Pro,Integrated,1685.69
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Lenovo,T420,14.0,Black,320.0,Core i5,4.0,Windows 7,Integrated,119.0
Dell,Dell Latitude 5520,15.6,Silver,2.0,Intel Core i5,32.0,Windows 11 Home,Dedicated,1037.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Vostro 7620 Laptop,16.0,Black,1000.0,Core i7,24.0,Windows 10 Pro,Integrated,1245.99
Gigabyte,AORUS 15G XC-8US2430SH,15.0,Black,512.0,Intel Mobile CPU,32.0,Windows 10 Home,Dedicated,1199.99
Dell,Inspiron 3515 Laptop,15.6,Platinum Silver,256.0,AMD Ryzen 7,8.0,Windows 11 Home,Integrated,409.0
Lenovo,ThinkPad T15p Gen 3,15.6,Black,512.0,Core i7,16.0,Windows 11,GeForce RTX 3050,2130.16
Lenovo,ThinkPad L14 Gen 3,14.0,Black,512.0,Core i7,16.0,Windows 11,UHD Graphics,1615.85
ASUS,ROG Strix G15,15.6,Black,512.0,Corei7-10750H,16.0,Windows 10 Home,Dedicated,1229.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Dell Latitude,14.0,Black,512.0,Core i7,16.0,Windows 10 Pro,Integrated,1274.77
Dell,Dell XPS 15 9520,15.6,Silver,512.0,Core i7,16.0,Windows 11 Pro,Dedicated,1637.99
HP,HP Omen 16 Gaming Laptop,16.1,Shadow Black,4.0,Core i7 Family,64.0,Windows 10 Pro,Dedicated,2229.0
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Lenovo,ThinkPad X1 Yoga Gen 7,14.0,Black,512.0,Core i7,16.0,Windows 11,Iris Xe Graphics,2069.66
Dell,Dell Precision 7760 Laptop,17.0,Silver,2.0,Intel Core i9,64.0,Windows 11 Pro,Dedicated,3061.62
Latitude,E7440,14.0,Black,256.0,Core i5,8.0,Windows 10,Integrated,133.55
Dell,XPS 15 7590,15.6,Black,512.0,Core i7,16.0,Windows 10 Pro,Dedicated,1299.95
Dell,XPS 9520 Laptop,15.6,Platinum Silver,2000.0,Core i9,64.0,Windows 11 Pro,Integrated,2149.99
Dell,Latitude 3340,13.3,Black,500.0,Core i3,4.0,Windows 7 Professional,Integrated,198.98
Lenovo,Lenovo ThinkBook Plus,13.3,Iron Gray,512.0,Core i7,16.0,Windows 10 Pro,Integrated,999.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Latitude 5430 Laptop,14.0,Black,1000.0,Core i7,32.0,Windows 11 Pro,Integrated,1046.99
Dell,Latitude 5420,14.0,Gray,1.0,Core i5 Family,64.0,Windows 11 Pro,Integrated,988.99
HP,Dragonfly Folio G3,13.5,Black,512.0,Core i7,16.0,Windows 11 Pro,Iris Xe Graphics,2742.99
Dell,Dell Latitude,12.0,Black,512.0,Core i7 6600U,8.0,Windows 10 Pro,Integrated,899.99
Lenovo,ThinkBook 13s G4 IAP,13.3,Black,256.0,Core i5,8.0,Windows 11 Pro,Integrated,1049.0
Dell,Latitude 9520,15.0,Black,512.0,Core i7 Family,16.0,Windows 10 Pro,Integrated,1046.99
Dell,G15 5521 Laptop,15.6,Black,1000.0,Core i9,16.0,Windows 11 Home,Integrated,1827.99
Dell,XPS 9530 Laptop,15.6,Platinum Silver,2000.0,Core i9,32.0,Windows 11 Home,Dedicated,2772.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Precision 7770,17.0,Black,1.5,Intel Core i7,64.0,Windows 11 Pro,Dedicated,3346.83
Alienware,R1,15.6,Black,512.0,Core i7 Family,16.0,Windows 10,Integrated,2699.0
MSI,GS66 Stealth 10UE-498,15.6,Core Black,2.0,Core i7 Family,32.0,Windows 10 Home,Dedicated,2599.0
Dell,Dell Inspiron,14.0,Silver,256.0,Core i7,16.0,Windows 10,Integrated,988.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Lenovo,X230,12.5,Black,128.0,Core i5,4.0,Windows 7 Professional,Integrated,899.99
Dell,Precision 7770,17.3,Black,512.0,Core i7 Family,64.0,Windows 10 Pro,Dedicated,2051.37
Dell,Latitude 5520 Laptop,15.6,Black,256.0,Core i5,16.0,Windows 11 Pro,Integrated,843.99
Dell,Dell XPS 13 9300,11.6,Black,256.0,Unknown,8.0,Windows 10,Integrated,1012.84
Dell,XPS 9520 Laptop,15.6,Platinum Silver,512.0,Core i7,16.0,Windows 11 Pro,Dedicated,1657.99
Dell,Latitude 7520 Laptop,15.6,Black,512.0,Core i5,16.0,Windows 10 Pro,Integrated,1102.99
Dell,Latitude 5530 Laptop,15.6,Black,2000.0,Core i7,32.0,Windows 11 Pro,Integrated,2498.23
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Dell,Latitude 3520,15.6,Black,256.0,Core i5,16.0,Windows 10 Pro,Integrated,877.99
Dell,Chromebook 11 3000,11.6,Black,512.0,Celeron,4.0,Chrome OS,"HD Graphics, Integrated",195.97
hp,HP Omen,15.6,Black,512.0,Corei7-10750H,16.0,Windows 10,Dedicated,1999.0
Elo,EloPOS,22.0,Black,512.0,Core i5,8.0,Linux,Integrated,2320.03
Dell,Alienware X17 R2 Laptop,17.3,Lunar Light,1000.0,Core i9,32.0,Windows 11 Home,Dedicated,2931.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Lenovo,ThinkPad P15 Gen 1 with Nvidia Quadro RTX 4000 Max-Q Design,15.6,Black,1.0,Core i7 Family,64.0,Windows 10 Pro,Dedicated,3999.0
Lenovo,Lenovo Thinkpad,14.0,Black,1.0,Core i7,24.0,Windows 10 Pro,Integrated,1599.0
LG,14T90P-K.AAB9U1,14.0,Black,1.0,Core i7 Family,16.0,Windows 11 Home,Integrated,1635.99
Dell,Dell XPS 15 9520,15.6,Silver,512.0,Core i7,64.0,Windows 11 Pro,Dedicated,1999.0
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Dell,Alienware X14 Laptop,14.0,Lunar Light,2000.0,Core i7,32.0,Windows 11 Pro,Dedicated,2076.4
Dell,Dell Inspiron,17.3,Black,2.0,Core i7,16.0,Windows 10 Home,Dedicated,1699.0
Dell,Latitude 5320 Laptop,13.3,Black,256.0,Core i5,16.0,Windows 11 Pro,Integrated,731.97
Lenovo,ThinkPad L14 Gen 3,14.0,Black,256.0,Core i5,8.0,Windows 11,UHD Graphics,1059.0
Dell,Latitude Rugged 5430 Laptop,14.0,Silver,512.0,Core i5,16.0,Windows 11 Pro,Integrated,1354.99
Dell,Latitude 9330 2-in-1,13.3,Black,512.0,Core i7,16.0,Windows 11 Pro,Integrated,1540.99
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
Lenovo,21EM001GUS,13.0,Black,512.0,Core i7,32.0,Windows 11 Pro,Integrated,2729.0
Lenovo,Lenovo Thinkpad,17.3,Black,512.0,Core i7,32.0,Windows,Integrated,2273.0
Dell,Inspiron 3511,15.6,Black,1.0,Core i5,16.0,Windows 10 Pro,Integrated,656.85
Dell,Latitude,15.6,Black,512.0,Core i7,8.0,Windows 11 Pro,Integrated,1703.99
SAMSUNG,Galaxy Book Odyssey,15.6,Black,1.0,Intel Core i7,16.0,Windows 11 Home,Dedicated,2388.42
Alienware,AWm15-7830SLV-PUS,15.6,Black,1000.0,Core i7 8750H,16.0,Windows 10 Home,Dedicated,1799.95
Dell,Latitude 5320 2-in-1,13.3,Black,1000.0,Core i5,8.0,Windows 10 Pro,Integrated,756.99
Dell,Inspiron 5625 Laptop,16.0,"Grey, Gray, Platinum Silver",512.0,AMD Ryzen 7,16.0,Windows 11 Pro,Integrated,702.99
Lenovo,ThinkPad,14.0,Black,256.0,Core i5-5200U,8.0,Windows 10,"Integrated, Dedicated",374.99
ROKC,Vector GP66 12UGS-267,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,14.0,Rose Gold,64.0,Celeron N4000,16.0,Windows 11,Integrated,389.99
HP,Vector GP66 12UGS-267,15.6,Black,1000.0,Pentium N5000,16.0,Windows 11,Integrated,459.99
Lenovo,13w Yoga,13.3,Black,256.0,Ryzen 5,8.0,Windows 11 Pro,Radeon Graphics,859.0
Dell,Inspiron 3511,15.6,Black,1.0,Core i5,32.0,Windows 11 Home,Integrated,678.08
Dell,Latitude,14.0,Black,512.0,Core i5,16.0,Windows 11 Pro,Integrated,841.99
Dell,Latitude 5520 Laptop,15.6,Black,512.0,Core i7,16.0,Windows 11 Pro,Integrated,1347.47
HP,Vector GP66 12UGS-267,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,999.99
ROKC,Ideapad 3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,639.99
DELL,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,899.99
MSI,Vector GP66 12UGS-267,15.66,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1599.0
MSI,Stealth GS66 12UGS-025,15.6,Core Black,512.0,Intel Core i9,32.0,Windows 11 Home,Dedicated,1699.0
ROKC,Vector GP66 12UGS-267,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,589.99
